date,workout_name,menu,set_order,weight,reps,distance,sec,note,workout_note,part
2018/8/21 6:09,Leg Day fst7 #23,Stiff Leg Deadlift (Barbell),1,40,12,0,0,,,leg
2018/8/21 6:09,Leg Day fst7 #23,Stiff Leg Deadlift (Barbell),2,40,12,0,0,,,leg
2018/7/17 4:07,Leg Day fst7 #18,Stiff Leg Deadlift (Barbell),1,52.5,10,0,0,,,leg
2018/7/17 4:07,Leg Day fst7 #18,Stiff Leg Deadlift (Barbell),2,52.5,10,0,0,,,leg
2018/7/17 4:07,Leg Day fst7 #18,Stiff Leg Deadlift (Barbell),3,52.5,10,0,0,,,leg
2017/11/8 6:29,Leg Day fst7,Stiff Leg Deadlift (Barbell),1,40,10,0,0,,,leg
2017/11/8 6:29,Leg Day fst7,Stiff Leg Deadlift (Barbell),2,50,10,0,0,,,leg
2017/11/8 6:29,Leg Day fst7,Stiff Leg Deadlift (Barbell),3,50,8,0,0,,,leg
2017/11/14 6:22,Leg Day fst7,Stiff Leg Deadlift (Barbell),1,40,12,0,0,,,leg
2017/11/14 6:22,Leg Day fst7,Stiff Leg Deadlift (Barbell),2,48,10,0,0,,,leg
2018/1/16 6:14,Leg Day fst7,Stiff Leg Deadlift (Barbell),1,40,12,0,0,,,leg
2018/1/16 6:14,Leg Day fst7,Stiff Leg Deadlift (Barbell),2,40,12,0,0,,,leg
2018/1/23 6:05,Leg Day fst7,Stiff Leg Deadlift (Barbell),1,40,12,0,0,,,leg
2018/1/23 6:05,Leg Day fst7,Stiff Leg Deadlift (Barbell),2,40,12,0,0,,,leg
2018/3/27 6:21,Leg Day fst7,Stiff Leg Deadlift (Barbell),1,40,15,0,0,,,leg
